game_id,team,team_id,period,minute,second,type,formation
1729202,Liverpool,26,2,86,0,FormationChange,4-4-1-1
1729202,Liverpool,26,1,0,0,FormationSet,4-3-3
1729252,Newcastle,23,2,66,3,FormationChange,4-3-3
1729252,Man City,167,1,0,0,FormationSet,4-2-3-1
1729251,Man Utd,32,2,65,41,FormationChange,4-2-3-1
1729251,Tottenham,30,2,69,36,FormationChange,4-2-3-1
1729251,Man Utd,32,2,84,10,FormationChange,4-2-3-1
1729251,Man Utd,32,1,0,0,FormationSet,4-2-3-1
1729254,Wolves,161,2,55,22,FormationChange,4-4-1-1
1729254,Brighton,211,2,66,21,FormationChange,4-2-3-1
1729254,Wolves,161,2,70,53,FormationChange,4-4-1-1
1729254,Brighton,211,2,99,45,FormationChange,4-2-3-1
1729254,Brighton,211,1,0,0,FormationSet,4-2-3-1
1729250,Everton,31,1,37,47,FormationChange,4-4-1-1
1729250,Everton,31,2,45,1,FormationChange,4-4-1-1
1729250,Everton,31,2,50,4,FormationChange,4-1-4-1
1729250,Aston Villa,24,2,63,44,FormationChange,3-4-2-1
1729250,Aston Villa,24,1,0,0,FormationSet,4-2-3-1
1729253,Chelsea,15,2,60,24,FormationChange,18
1729253,West Ham,29,2,69,10,FormationChange,4-2-3-1
1729253,Chelsea,15,2,74,25,FormationChange,18
1729253,West Ham,29,2,80,40,FormationChange,4-2-3-1
1729253,Chelsea,15,2,82,27,FormationChange,18
1729253,West Ham,29,1,0,0,FormationSet,4-2-3-1
1729203,Arsenal,13,2,69,13,FormationChange,5-3-2
1729203,Arsenal,13,2,78,37,FormationChange,5-3-2
1729203,Crystal Palace,162,2,82,48,FormationChange,4-2-3-1
1729203,Arsenal,13,2,88,57,FormationChange,5-3-2
1729203,Arsenal,13,1,0,0,FormationSet,4-3-3
1729260,Chelsea,15,2,45,0,FormationChange,4-1-4-1
1729260,Luton,95,2,76,26,FormationChange,3-4-3
1729260,Chelsea,15,2,82,31,FormationChange,4-1-4-1
1729260,Chelsea,15,2,85,50,FormationChange,4-1-4-1
1729260,Luton,95,1,0,0,FormationSet,5-3-2
1729256,Arsenal,13,2,55,35,FormationChange,4-3-3
1729256,Fulham,170,2,62,25,FormationChange,4-3-3
1729256,Arsenal,13,2,83,46,FormationChange,4-3-3
1729256,Fulham,170,2,88,14,FormationChange,5-3-2
1729256,Arsenal,13,1,0,0,FormationSet,4-3-3
1729255,Tottenham,30,2,59,8,FormationChange,4-2-3-1
1729255,Bournemouth,183,2,59,55,FormationChange,4-2-3-1
1729255,Tottenham,30,2,73,31,FormationChange,4-2-3-1
1729255,Bournemouth,183,2,85,52,FormationChange,4-4-2
1729255,Bournemouth,183,1,0,0,FormationSet,4-2-3-1
1729257,Crystal Palace,162,2,70,56,FormationChange,4-2-3-1
1729257,Brentford,189,1,0,0,FormationSet,4-3-3
1729258,West Ham,29,1,38,19,FormationChange,4-1-4-1
1729258,West Ham,29,2,78,51,FormationChange,5-4-1
1729258,West Ham,29,2,84,24,FormationChange,5-4-1
1729258,West Ham,29,1,0,0,FormationSet,4-1-4-1
1729261,Everton,31,2,65,19,FormationChange,4-1-4-1
1729261,Everton,31,1,0,0,FormationSet,4-1-4-1
1729262,Man Utd,32,2,60,5,FormationChange,4-2-3-1
1729262,Nottingham Forest,174,2,69,26,FormationChange,3-4-2-1
1729262,Man Utd,32,2,84,11,FormationChange,4-2-3-1
1729262,Man Utd,32,1,0,0,FormationSet,4-2-3-1
1729259,Burnley,184,2,45,0,FormationChange,4-4-2
1729259,Burnley,184,2,67,55,FormationChange,18
1729259,Aston Villa,24,2,80,48,FormationChange,3-4-2-1
1729259,Burnley,184,2,80,57,FormationChange,18
1729259,Burnley,184,1,0,0,FormationSet,4-4-2
1729263,Liverpool,26,1,32,39,FormationChange,4-4-1-1
1729263,Liverpool,26,2,57,46,FormationChange,4-4-1-1
1729263,Liverpool,26,2,76,57,FormationChange,4-4-1-1
1729263,Newcastle,23,2,86,27,FormationChange,4-3-3
1729263,Newcastle,23,1,0,0,FormationSet,4-3-3
1729264,Man City,167,2,85,48,FormationChange,4-2-3-1
1729264,Man City,167,1,0,0,FormationSet,4-2-3-1
1729272,Luton,95,2,71,1,FormationChange,5-3-2
1729272,Luton,95,1,0,0,FormationSet,5-3-2
1729266,Brentford,189,2,81,18,FormationChange,4-4-2
1729266,Bournemouth,183,2,86,36,FormationChange,5-4-1
1729266,Bournemouth,183,1,0,0,FormationSet,4-2-3-1
1729267,Newcastle,23,2,57,32,FormationChange,4-3-3
1729267,Newcastle,23,2,73,40,FormationChange,4-3-3
1729267,Brighton,211,2,76,27,FormationChange,4-2-3-1
1729267,Brighton,211,2,80,51,FormationChange,4-3-3
1729267,Brighton,211,1,0,0,FormationSet,4-2-3-1
1729268,Burnley,184,2,45,0,FormationChange,3-4-2-1
1729268,Burnley,184,2,59,32,FormationChange,3-4-2-1
1729268,Tottenham,30,2,71,38,FormationChange,4-2-3-1
1729268,Burnley,184,2,73,36,FormationChange,4-1-4-1
1729268,Tottenham,30,2,86,0,FormationChange,4-3-3
1729268,Burnley,184,1,0,0,FormationSet,4-4-2
1729269,Chelsea,15,2,61,46,FormationChange,4-2-3-1
1729269,Nottingham Forest,174,2,72,14,FormationChange,3-4-2-1
1729269,Chelsea,15,2,76,58,FormationChange,20
1729269,Chelsea,15,1,0,0,FormationSet,3-4-2-1
1729273,Fulham,170,1,15,20,FormationChange,4-3-3
1729273,Man City,167,2,75,29,FormationChange,4-2-3-1
1729273,Fulham,170,1,0,0,FormationSet,4-3-3
1729274,Sheff Utd,163,2,67,24,FormationChange,3-5-2
1729274,Everton,31,2,90,57,FormationChange,4-4-1-1
1729274,Everton,31,1,0,0,FormationSet,4-4-1-1
1729265,Man Utd,32,2,66,39,FormationChange,4-2-3-1
1729265,Arsenal,13,2,98,3,FormationChange,4-3-3
1729265,Arsenal,13,1,0,0,FormationSet,4-3-3
1729270,Crystal Palace,162,2,70,31,FormationChange,4-2-3-1
1729270,Wolves,161,2,73,8,FormationChange,4-4-1-1
1729270,Wolves,161,2,81,23,FormationChange,4-4-1-1
1729270,Wolves,161,1,0,0,FormationSet,4-4-2
1729271,Aston Villa,24,1,18,45,FormationChange,4-4-2
1729271,Liverpool,26,2,64,28,FormationChange,4-3-3
1729271,Liverpool,26,2,71,3,FormationChange,4-3-3
1729271,Liverpool,26,1,0,0,FormationSet,4-3-3
1729276,Crystal Palace,162,1,24,9,FormationChange,4-2-3-1
1729276,Aston Villa,24,2,70,55,FormationChange,4-4-2
1729276,Crystal Palace,162,2,89,13,FormationChange,4-2-3-1
1729276,Aston Villa,24,1,0,0,FormationSet,4-2-3-1
1729278,Fulham,170,2,80,59,FormationChange,4-3-3
1729278,Luton,95,2,81,4,FormationChange,4-4-2
1729278,Luton,95,1,0,0,FormationSet,5-3-2
1729279,Man Utd,32,2,63,48,FormationChange,3
1729279,Man Utd,32,2,84,49,FormationChange,19
1729279,Man Utd,32,1,0,0,FormationSet,3
1729280,Brentford,189,1,41,22,FormationChange,5-3-2
1729280,Brentford,189,2,71,43,FormationChange,5-3-2
1729280,Newcastle,23,2,82,8,FormationChange,4-3-3
1729280,Newcastle,23,1,0,0,FormationSet,4-3-3
1729282,Sheff Utd,163,2,69,32,FormationChange,3-5-2
1729282,Tottenham,30,2,79,26,FormationChange,4-3-3
1729282,Sheff Utd,163,2,85,22,FormationChange,3-5-2
1729282,Tottenham,30,1,0,0,FormationSet,4-2-3-1
1729283,Man City,167,2,66,28,FormationChange,4-2-3-1
1729283,West Ham,29,2,67,48,FormationChange,4-2-3-1
1729283,West Ham,29,2,86,54,FormationChange,4-2-3-1
1729283,Man City,167,2,94,23,FormationChange,4-2-3-1
1729283,West Ham,29,1,0,0,FormationSet,4-2-3-1
1729284,Liverpool,26,2,45,1,FormationChange,4-4-2
1729284,Liverpool,26,2,55,19,FormationChange,4-3-3
1729284,Wolves,161,2,77,23,FormationChange,4-2-3-1
1729284,Wolves,161,1,0,0,FormationSet,4-2-3-1
1729275,Chelsea,15,2,62,53,FormationChange,4-2-3-1
1729275,Bournemouth,183,2,73,5,FormationChange,4-2-3-1
1729275,Bournemouth,183,1,0,0,FormationSet,4-2-3-1
1729277,Everton,31,1,0,0,FormationSet,5
1729281,Nottingham Forest,174,2,52,47,FormationChange,4-2-3-1
1729281,Nottingham Forest,174,1,0,0,FormationSet,4-2-3-1
1729286,Brentford,189,2,61,2,FormationChange,3-5-2
1729286,Everton,31,2,76,58,FormationChange,4-4-1-1
1729286,Everton,31,1,0,0,FormationSet,4-4-1-1
1729288,Burnley,184,1,19,36,FormationChange,4-3-3
1729288,Man Utd,32,2,78,37,FormationChange,4-2-3-1
1729288,Man Utd,32,2,88,21,FormationChange,4-2-3-1
1729288,Man Utd,32,1,0,0,FormationSet,4-2-3-1
1729290,Crystal Palace,162,2,69,42,FormationChange,4-2-3-1
1729290,Crystal Palace,162,2,90,9,FormationChange,4-2-3-1
1729290,Fulham,170,1,0,0,FormationSet,4-3-3
1729292,Wolves,161,2,45,2,FormationChange,5-4-1
1729292,Wolves,161,2,83,19,FormationChange,5-4-1
1729292,Luton,95,2,84,34,FormationChange,3-4-3
1729292,Luton,95,1,0,0,FormationSet,3-4-3
1729293,Nottingham Forest,174,1,38,58,FormationChange,5-4-1
1729293,Man City,167,2,51,2,FormationChange,4-2-3-1
1729293,Nottingham Forest,174,2,55,53,FormationChange,4-2-3-1
1729293,Man City,167,2,56,25,FormationChange,5-3-2
1729293,Nottingham Forest,174,2,74,53,FormationChange,3-4-2-1
1729293,Man City,167,1,0,0,FormationSet,4-2-3-1
1729285,Tottenham,30,2,78,5,FormationChange,4-3-3
1729285,Arsenal,13,2,96,28,FormationChange,4-3-3
1729285,Tottenham,30,1,0,0,FormationSet,4-2-3-1
1729287,Brighton,211,2,45,0,FormationChange,4-2-3-1
1729287,Bournemouth,183,2,82,48,FormationChange,4-2-3-1
1729287,Bournemouth,183,1,0,0,FormationSet,4-2-3-1
1729289,Chelsea,15,2,60,7,FormationChange,4-2-3-1
1729289,Chelsea,15,2,67,42,FormationChange,4-2-3-1
1729289,Aston Villa,24,2,74,23,FormationChange,4-4-2
1729289,Chelsea,15,2,78,43,FormationChange,4-2-3-1
1729289,Aston Villa,24,2,80,19,FormationChange,4-4-1-1
1729289,Chelsea,15,1,0,0,FormationSet,4-2-3-1
1729291,West Ham,29,2,74,0,FormationChange,4-2-3-1
1729291,Liverpool,26,1,0,0,FormationSet,4-3-3
1729294,Sheff Utd,163,2,45,0,FormationChange,4-3-1-2
1729294,Newcastle,23,2,69,9,FormationChange,4-3-3
1729294,Sheff Utd,163,2,73,48,FormationChange,5-3-2
1729294,Newcastle,23,2,81,0,FormationChange,5-4-1
1729294,Sheff Utd,163,1,0,0,FormationSet,3-4-2-1
1729296,Brighton,211,2,45,0,FormationChange,4-4-2
1729296,Brighton,211,1,0,0,FormationSet,4-2-3-1
1729295,Bournemouth,183,2,58,48,FormationChange,4-2-3-1
1729295,Arsenal,13,2,68,40,FormationChange,4-3-3
1729295,Bournemouth,183,2,82,40,FormationChange,4-2-3-1
1729295,Arsenal,13,1,0,0,FormationSet,4-3-3
1729297,Everton,31,2,45,0,FormationChange,4-4-1-1
1729297,Luton,95,2,55,25,FormationChange,3-4-2-1
1729297,Everton,31,2,59,48,FormationChange,4-4-2
1729297,Luton,95,1,0,0,FormationSet,3-4-2-1
1729299,Man Utd,32,2,60,18,FormationChange,4-2-3-1
1729299,Man Utd,32,2,77,0,FormationChange,4-2-3-1
1729299,Man Utd,32,2,87,27,FormationChange,4-2-3-1
1729299,Man Utd,32,1,0,0,FormationSet,4-2-3-1
1729300,Newcastle,23,1,0,0,FormationSet,4-3-3
1729302,Liverpool,26,1,27,50,FormationChange,4-4-1-1
1729302,Tottenham,30,2,68,6,FormationChange,4-2-3-1
1729302,Liverpool,26,2,68,43,FormationChange,4-4-2
1729302,Liverpool,26,2,73,17,FormationChange,3-5-2
1729302,Liverpool,26,2,80,11,FormationChange,3-5-2
1729302,Liverpool,26,1,0,0,FormationSet,4-3-3
1729303,West Ham,29,2,71,53,FormationChange,4-2-3-1
1729303,Sheff Utd,163,2,79,0,FormationChange,3-5-2
1729303,West Ham,29,2,92,23,FormationChange,5-4-1
1729303,West Ham,29,1,0,0,FormationSet,4-2-3-1
1729304,Man City,167,2,45,2,FormationChange,4-2-3-1
1729304,Man City,167,2,79,13,FormationChange,20
1729304,Wolves,161,2,86,0,FormationChange,3-4-3
1729304,Wolves,161,1,0,0,FormationSet,3-4-3
1729301,Nottingham Forest,174,2,60,2,FormationChange,3
1729301,Brentford,189,2,68,23,FormationChange,4-2-3-1
1729301,Brentford,189,2,74,36,FormationChange,3-5-2
1729301,Nottingham Forest,174,2,80,15,FormationChange,3
1729301,Brentford,189,2,88,56,FormationChange,3-5-2
1729301,Brentford,189,1,0,0,FormationSet,4-3-3
1729298,Chelsea,15,2,77,25,FormationChange,4-2-3-1
1729298,Fulham,170,1,0,0,FormationSet,4-3-3
1729201,Luton,95,1,0,0,FormationSet,3-4-2-1
1729307,Burnley,184,1,0,0,FormationSet,4-3-3
1729308,Crystal Palace,162,1,25,41,FormationChange,4-4-2
1729308,Nottingham Forest,174,2,45,0,FormationChange,4-3-3
1729308,Nottingham Forest,174,2,82,27,FormationChange,4-3-3
1729308,Crystal Palace,162,1,0,0,FormationSet,4-3-3
1729309,Bournemouth,183,2,66,20,FormationChange,4-4-2
1729309,Bournemouth,183,1,0,0,FormationSet,4-2-3-1
1729204,Sheff Utd,163,1,34,19,FormationChange,3-5-2
1729204,Fulham,170,1,0,0,FormationSet,4-3-3
1729205,Tottenham,30,2,45,0,FormationChange,4-2-3-1
1729205,Tottenham,30,2,75,23,FormationChange,5-3-2
1729205,Luton,95,1,0,0,FormationSet,4-4-2
1729206,Man Utd,32,2,45,0,FormationChange,4-2-3-1
1729206,Man Utd,32,2,70,53,FormationChange,4-2-3-1
1729206,Man Utd,32,2,86,15,FormationChange,18
1729206,Man Utd,32,1,0,0,FormationSet,4-2-3-1
1729305,Man City,167,2,67,51,FormationChange,4-3-3
1729305,Man City,167,1,0,0,FormationSet,4-3-3
1729306,Brighton,211,2,62,31,FormationChange,4-2-3-1
1729306,Brighton,211,2,88,4,FormationChange,4-2-3-1
1729306,Brighton,211,1,0,0,FormationSet,4-2-3-1
1729207,West Ham,29,2,75,3,FormationChange,4-2-3-1
1729207,Newcastle,23,2,81,43,FormationChange,4-3-3
1729207,Newcastle,23,2,85,8,FormationChange,4-3-3
1729207,West Ham,29,1,0,0,FormationSet,4-2-3-1
1729208,Aston Villa,24,2,81,16,FormationChange,4-2-3-1
1729208,Aston Villa,24,1,0,0,FormationSet,4-4-2
1729209,Bournemouth,183,2,56,51,FormationChange,4-2-3-1
1729209,Wolves,161,1,0,0,FormationSet,3-4-3
1729211,Burnley,184,2,79,56,FormationChange,4-2-3-1
1729211,Brentford,189,1,0,0,FormationSet,4-3-3
1729212,Chelsea,15,2,65,14,FormationChange,4-2-3-1
1729212,Arsenal,13,2,67,33,FormationChange,4-3-3
1729212,Arsenal,13,1,0,0,FormationSet,4-3-3
1729213,Everton,31,1,41,35,FormationChange,4-4-1-1
1729213,Everton,31,2,45,0,FormationChange,5-3-2
1729213,Liverpool,26,2,61,32,FormationChange,4-3-3
1729213,Everton,31,2,87,33,FormationChange,4-4-2
1729213,Everton,31,1,0,0,FormationSet,4-4-1-1
1729214,Brighton,211,1,15,20,FormationChange,4-2-3-1
1729214,Brighton,211,2,65,11,FormationChange,4-2-3-1
1729214,Man City,167,2,74,15,FormationChange,4-2-3-1
1729214,Brighton,211,2,93,36,FormationChange,4-2-3-1
1729214,Man City,167,2,95,54,FormationChange,4-2-3-1
1729214,Man City,167,1,0,0,FormationSet,24
1729215,Crystal Palace,162,2,45,0,FormationChange,4-3-3
1729215,Crystal Palace,162,2,60,12,FormationChange,4-3-3
1729215,Newcastle,23,2,69,35,FormationChange,4-3-3
1729215,Crystal Palace,162,2,70,0,FormationChange,4-4-1-1
1729215,Crystal Palace,162,1,0,0,FormationSet,4-3-3
1729216,Luton,95,2,71,51,FormationChange,4-4-2
1729216,Nottingham Forest,174,2,87,25,FormationChange,4-3-3
1729216,Nottingham Forest,174,1,0,0,FormationSet,4-3-3
1729217,Sheff Utd,163,1,0,0,FormationSet,4-4-2
1729210,Aston Villa,24,2,85,9,FormationChange,4-4-2
1729210,West Ham,29,2,89,39,FormationChange,4-2-3-1
1729210,West Ham,29,1,0,0,FormationSet,4-2-3-1
1729218,Tottenham,30,2,81,30,FormationChange,4-2-3-1
1729218,Tottenham,30,1,0,0,FormationSet,4-2-3-1
1729224,Crystal Palace,162,2,59,40,FormationChange,4-2-3-1
1729224,Crystal Palace,162,2,78,22,FormationChange,4-2-3-1
1729224,Tottenham,30,2,89,13,FormationChange,4-2-3-1
1729224,Crystal Palace,162,1,0,0,FormationSet,4-2-3-1
1729220,Sheff Utd,163,2,70,54,FormationChange,4-4-2
1729220,Arsenal,13,2,73,2,FormationChange,4-3-3
1729220,Arsenal,13,1,0,0,FormationSet,4-3-3
1729219,Burnley,184,2,80,52,FormationChange,4-2-3-1
1729219,Bournemouth,183,2,84,47,FormationChange,4-2-3-1
1729219,Bournemouth,183,1,0,0,FormationSet,4-2-3-1
1729223,Chelsea,15,1,0,0,FormationSet,4-2-3-1
1729228,Newcastle,23,2,71,48,FormationChange,4-3-3
1729228,Wolves,161,2,76,57,FormationChange,4-4-2
1729228,Wolves,161,1,0,0,FormationSet,4-4-2
1729221,Aston Villa,24,2,45,0,FormationChange,4-4-2
1729221,Luton,95,2,57,2,FormationChange,3-4-2-1
1729221,Luton,95,2,75,27,FormationChange,3-4-2-1
1729221,Aston Villa,24,2,78,48,FormationChange,4-4-2
1729221,Luton,95,1,0,0,FormationSet,3-4-2-1
1729222,Fulham,170,2,57,25,FormationChange,4-2-3-1
1729222,Brighton,211,2,78,2,FormationChange,3-4-2-1
1729222,Fulham,170,2,85,37,FormationChange,4-2-3-1
1729222,Fulham,170,2,91,23,FormationChange,4-2-3-1
1729222,Brighton,211,1,0,0,FormationSet,3-4-2-1
1729225,Nottingham Forest,174,2,70,5,FormationChange,4-3-3
1729225,Liverpool,26,1,0,0,FormationSet,4-3-3
1729226,Man Utd,32,2,45,0,FormationChange,4-2-3-1
1729226,Man Utd,32,2,73,5,FormationChange,4-2-3-1
1729226,Man Utd,32,2,85,45,FormationChange,4-2-3-1
1729226,Man City,167,2,86,42,FormationChange,4-3-3
1729226,Man Utd,32,1,0,0,FormationSet,4-2-3-1
1729227,West Ham,29,1,0,0,FormationSet,4-2-3-1
1729229,Brentford,189,1,0,0,FormationSet,4-3-3
1729230,Crystal Palace,162,2,57,45,FormationChange,4-2-3-1
1729230,Crystal Palace,162,2,85,42,FormationChange,5-4-1
1729230,Burnley,184,2,86,5,FormationChange,4-4-2
1729230,Burnley,184,1,0,0,FormationSet,4-4-2
1729231,Brighton,211,2,45,0,FormationChange,4-4-2
1729231,Everton,31,1,0,0,FormationSet,4-4-1-1
1729232,Fulham,170,2,75,30,FormationChange,4-2-3-1
1729232,Fulham,170,2,80,50,FormationChange,4-2-3-1
1729232,Fulham,170,2,89,11,FormationChange,4-2-3-1
1729232,Man Utd,32,2,92,57,FormationChange,5-4-1
1729232,Fulham,170,1,0,0,FormationSet,4-2-3-1
1729234,Man City,167,2,45,0,FormationChange,3-4-2-1
1729234,Man City,167,2,70,47,FormationChange,3-4-2-1
1729234,Man City,167,2,84,41,FormationChange,3-4-2-1
1729234,Man City,167,1,0,0,FormationSet,3-4-2-1
1729235,Newcastle,23,2,45,0,FormationChange,4-3-3
1729235,Newcastle,23,2,62,9,FormationChange,4-3-3
1729235,Arsenal,13,2,72,56,FormationChange,4-3-3
1729235,Arsenal,13,2,78,44,FormationChange,4-3-3
1729235,Newcastle,23,1,0,0,FormationSet,4-3-3
1729237,Sheff Utd,163,2,45,0,FormationChange,3-4-2-1
1729237,Wolves,161,2,60,13,FormationChange,3-4-2-1
1729237,Wolves,161,2,80,18,FormationChange,3-4-2-1
1729237,Sheff Utd,163,1,0,0,FormationSet,18
1729233,Liverpool,26,2,82,30,FormationChange,4-3-3
1729233,Luton,95,1,0,0,FormationSet,3-4-2-1
1729236,Aston Villa,24,2,45,0,FormationChange,4-4-2
1729236,Aston Villa,24,2,58,41,FormationChange,4-4-2
1729236,Nottingham Forest,174,2,70,25,FormationChange,4-3-3
1729236,Aston Villa,24,2,77,42,FormationChange,4-4-2
1729236,Nottingham Forest,174,1,0,0,FormationSet,4-3-3
1729238,Tottenham,30,1,33,28,FormationChange,4-3-1-2
1729238,Tottenham,30,1,45,58,FormationChange,4-3-1-2
1729238,Tottenham,30,2,54,14,FormationChange,9
1729238,Chelsea,15,2,57,7,FormationChange,4-2-3-1
1729238,Tottenham,30,2,60,36,FormationChange,4-3-1-2
1729238,Chelsea,15,2,76,51,FormationChange,4-2-3-1
1729238,Chelsea,15,2,90,13,FormationChange,4-2-3-1
1729238,Tottenham,30,1,0,0,FormationSet,4-2-3-1
1729240,Burnley,184,2,84,45,FormationChange,4-4-2
1729240,Arsenal,13,2,88,41,FormationChange,5-3-2
1729240,Arsenal,13,1,0,0,FormationSet,4-3-3
1729239,Newcastle,23,2,65,38,FormationChange,4-3-3
1729239,Newcastle,23,2,77,2,FormationChange,4-3-3
1729239,Bournemouth,183,2,80,5,FormationChange,4-2-3-1
1729239,Newcastle,23,2,94,10,FormationChange,4-3-3
1729239,Bournemouth,183,2,95,23,FormationChange,4-2-3-1
1729239,Bournemouth,183,1,0,0,FormationSet,4-2-3-1
1729244,Crystal Palace,162,2,66,43,FormationChange,4-2-3-1
1729244,Crystal Palace,162,2,88,39,FormationChange,4-1-4-1
1729244,Crystal Palace,162,1,0,0,FormationSet,4-2-3-1
1729246,Luton,95,2,72,19,FormationChange,3-4-2-1
1729246,Man Utd,32,2,78,35,FormationChange,4-2-3-1
1729246,Luton,95,2,86,3,FormationChange,3-4-2-1
1729246,Luton,95,1,0,0,FormationSet,3-4-2-1
1729248,Wolves,161,2,72,30,FormationChange,3-4-3
1729248,Wolves,161,2,86,22,FormationChange,3-4-3
1729248,Tottenham,30,1,0,0,FormationSet,4-3-3
1729241,Aston Villa,24,2,61,50,FormationChange,4-4-1-1
1729241,Fulham,170,1,0,0,FormationSet,4-2-3-1
1729242,Brighton,211,2,45,0,FormationChange,4-2-3-1
1729242,Brighton,211,2,70,34,FormationChange,4-4-1-1
1729242,Brighton,211,1,0,0,FormationSet,4-2-3-1
1729243,Chelsea,15,2,63,59,FormationChange,4-2-3-1
1729243,Chelsea,15,2,89,15,FormationChange,21
1729243,Chelsea,15,2,95,41,FormationChange,4-2-3-1
1729243,Chelsea,15,1,0,0,FormationSet,4-2-3-1
1729245,Brentford,189,2,45,0,FormationChange,5-3-2
1729245,Brentford,189,1,0,0,FormationSet,5-3-2
1729247,Nottingham Forest,174,2,75,37,FormationChange,4-3-3
1729247,West Ham,29,2,78,31,FormationChange,4-2-3-1
1729247,Nottingham Forest,174,2,89,52,FormationChange,4-4-2
1729247,West Ham,29,1,0,0,FormationSet,4-2-3-1
1729535,Arsenal,13,2,78,37,FormationChange,4-3-3
1729535,Brentford,189,2,90,0,FormationChange,3-4-3
1729535,Arsenal,13,2,92,16,FormationChange,5-4-1
1729535,Arsenal,13,1,0,0,FormationSet,4-3-3
1729536,West Ham,29,2,62,15,FormationChange,4-2-3-1
1729536,Burnley,184,2,96,9,FormationChange,4-4-2
1729536,West Ham,29,1,0,0,FormationSet,4-2-3-1
1729539,Luton,95,2,78,59,FormationChange,3-4-2-1
1729539,Luton,95,1,0,0,FormationSet,3-4-2-1
1729540,Liverpool,26,2,84,29,FormationChange,4-3-3
1729540,Man City,167,1,0,0,FormationSet,24
1729541,Chelsea,15,2,72,34,FormationChange,4-2-3-1
1729541,Chelsea,15,2,74,10,FormationChange,4-2-3-1
1729541,Newcastle,23,2,80,42,FormationChange,4-3-3
1729541,Newcastle,23,2,92,17,FormationChange,4-3-3
1729541,Newcastle,23,1,0,0,FormationSet,4-3-3
1729542,Brighton,211,2,76,53,FormationChange,4-2-3-1
1729542,Brighton,211,1,0,0,FormationSet,4-2-3-1
1729543,Sheff Utd,163,2,45,0,FormationChange,3-5-2
1729543,Bournemouth,183,2,82,14,FormationChange,4-2-3-1
1729543,Sheff Utd,163,1,0,0,FormationSet,3-4-2-1
1729537,Man Utd,32,2,71,43,FormationChange,4-2-3-1
1729537,Man Utd,32,2,75,49,FormationChange,4-2-3-1
1729537,Man Utd,32,2,84,10,FormationChange,4-2-3-1
1729537,Man Utd,32,1,0,0,FormationSet,4-2-3-1
